Checked,Original title,Local title,Year,Media type,Type,Edition,Country,Case,Discs,Sub-fi,Sub-en,Aspect ratio,Running time,Director,Status,Condition,Notes,Watched,Rental,Slip Cover,Hologram,Id,Barcode,IMDB,Collection Id,Series,Publisher,Studio,Vihkonen,Kohtausluettelo,2 Sided Disc,2 Sided Cover
yes,El orfanato,Orpokoti,2007,Movie,DVD,,Finland,,1,yes,no,1.85:1,102,Juan Antonio Bayona,Owned,Excellent,,no,no,no,no,38,6416335177814,tt0464141,,Rakkautta ja anarkiaa,,,,,,
yes,El orfanato,Orpokoti,2007,Movie,Blu-ray,,Finland,,1,yes,no,2.35:1,105,Juan Antonio Bayona,Owned,Still Wrapped,,no,no,no,no,5470,6416335176206,tt0464141,,Rakkautta ja anarkiaa,,,no,no,no,
no,El orfanato,The Orphanage,2007,Movie,DVD,,United Kingdom,,1,no,yes,2.35:1,106,Juan Antonio Bayona,SaleOrTrade,,,no,no,no,no,78,5055201806734,tt0464141,,,,,,,,
yes,El secreto de sus ojos,Katseeseen Kätketty,2009,Movie,DVD,,Finland,,1,yes,no,,0,Juan José Campanella,Owned,Still Wrapped,,no,no,no,no,7108,6415750063900,tt1305806,,,,,no,no,no,
no,Eläintohtori / Eläintohtori 2,,0,,DVD,,Finland,,1,no,no,,0,,Owned,,,no,no,no,no,8212,6438044210057,tt0000000,,,,,no,no,no,
no,Elämältä kaiken sain,,2015,Movie,DVD,,Finland,,1,no,no,,0,Mika Kaurismäki,Owned,Still Wrapped,,no,no,no,no,6463,6438044408850,tt3358304,,,,,no,no,no,
no,Elämän vonkamies,,1986,Movie,DVD,,Finland,,1,no,no,,0,Mikko Niskanen,Owned,Excellent,,no,no,no,no,4643,6415018620241,tt0091006,,,,,,,,
yes,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",Electric Boogaloo,2014,Documentary,DVD,,Sweden,,1,no,no,1.78:1,100,Mark Hartley,Owned,Still Wrapped,,no,no,no,no,7273,7350036725570,tt2125501,,,,,no,no,no,
yes,Elegy,Elegy - kauneuden valta,2008,Movie,DVD,,Finland,,1,yes,no,,0,Isabel Coixet,Owned,Excellent,,no,no,no,no,4427,6416548495514,tt0974554,,,,,,,,
yes,Elektra,,2005,Movie,DVD,,Finland,,1,yes,yes,2.35:1,93,Rob Bowman,Owned,Fair,k,no,no,no,no,7669,6438044053357,tt0357277,,,,,no,no,no,
no,Elephant,,2003,Movie,DVD,,Finland,,1,no,no,,0,Gus Van Sant,Owned,Excellent,,no,no,no,no,6896,6416335177111,tt0363589,,Rakkautta ja anarkiaa,,,no,no,no,
yes,Elf,,2003,Movie,DVD,,Finland,,1,yes,yes,1.85:1,93,Jon Favreau,Owned,Fair,,no,no,no,no,2187,6438044014358,,,,,,,,,
yes,Elizabeth,,1998,Movie,DVD,Special Edition,Nordic,,1,yes,yes,1.85:1,118,Shekhar Kapur,Owned,Poor - Slightly Damaged,,no,no,no,no,1717,5050582506693,tt0127536,,,,,,,,
no,Elizabeth,,1998,Movie,DVD,Special Edition,Nordic,,1,yes,yes,1.85:1,118,Shekhar Kapur,Owned,Good,,no,no,no,no,4856,5050582506747,tt0127536,,,,,,,,
yes,Elizabeth I,Elisabeth I,2005,TV Serie,DVD,,Finland,,2,yes,no,1.78:1,211,Tom Hooper,Owned,Good,,no,no,yes,no,4304,6438044138054,tt0465326,,,,,,,,
yes,Elizabeth: The Golden Age,Elisabet - Kultainen aikakausi,2007,Movie,DVD,,Finland,,1,yes,yes,1.85:1,110,Shekhar Kapur,Owned,Excellent,,no,no,no,no,4490,5050582536607,tt0414055,,,,,,,,
yes,Elizabethtown,,2005,Movie,DVD,Special Collector's Edition,Finland,,1,yes,yes,1.78:1,119,Cameron Crowe,Owned,Good,,no,no,no,no,1427,7332431022348,tt0368709,,,,,,,,
no,Elle,,2016,Movie,DVD,,Nordic,,1,no,no,,0,Paul Verhoeven,Owned,Good,,no,no,no,no,6653,7330031002203,tt3716530,,,,,no,no,no,
no,Ellie Parker,,2005,Movie,DVD,,Finland,,1,no,no,1.78:1,96,Scott Coffey,Owned,,,no,no,no,no,277,6416548356914,tt0436262,,,,,,,,
yes,Elling,,2001,Movie,DVD,,Finland,,1,yes,yes,1.85:1,85,Petter Næss,Owned,Excellent,,no,no,no,no,3244,3259190239791,,,,,,,,,
no,Elvira: Mistress of the Dark,,1988,Movie,Blu-ray,,United Kingdom,,1,no,yes,1.85:1,96,James Signorelli,Owned,,,no,no,no,no,6766,5027035020051,tt0095088,,,,,no,no,no,
no,Elvis: 30th Anniversary DVD Collection,,0,Music,DVD,,Nordic,,1,no,no,,0,,Owned,Excellent,,no,no,no,no,7037,7332431028043,tt0000000,,,,,no,no,no,
no,Elysium,,2013,Movie,DVD,,Finland,,1,yes,yes,2.40:1,105,Neill Blomkamp,SaleOrTrade,,,no,no,no,no,928,5051160318615,tt1535108,,,,,,,,
yes,Elysium,,2013,Movie,Blu-ray,,Finland,,1,yes,yes,2.40:1,109,Neill Blomkamp,Owned,Excellent,,no,no,no,no,1858,5051160318677,tt1535108,,,,,,,,
yes,Emelie,,2015,Movie,DVD,,Finland,,1,yes,no,,0,Michael Thelin,Owned,Still Wrapped,,no,no,no,no,5986,6430051162091,tt4503598,,Night Visions,,,no,no,no,
yes,Emelie,,2015,Movie,Blu-ray,,Sweden,,1,yes,no,2.35:1,80,Michael Thelin,Owned,Still Wrapped,,no,no,no,no,7870,7340110409373,tt4503598,,,,,no,no,no,
yes,Emil i Lönneberga,Vaahteramäen Eemeli,1974,Movie,DVD,,Finland,,1,no,no,,0,,Owned,Excellent,Mainosvihko mukana,no,no,no,no,5383,6420614601655,tt0201380,,,,,no,no,no,
yes,Emma,,1996,Movie,DVD,Limited Collector's Edition,Nordic,steelbook,1,yes,no,1.33:1,116,Douglas McGrath,Owned,Excellent,steelbook kuvasto mukana,no,no,no,no,2114,5706141737687,tt0116191,,,,,,,,
no,Emma,,1996,Movie,DVD,,Nordic,,1,yes,no,1.33:1,116,Douglas McGrath,Owned,Good,,no,no,no,no,6388,5706141737687,tt0116191,,,,,no,no,no,
no,Emma,,0,,DVD,0,Finland,Steelbook,0,no,no,,0,,Owned,,,no,no,no,no,3574,0,,,,,,,,,
yes,Emmanuelle,,1974,Movie,DVD,,Finland,,1,yes,no,,0,Just Jaeckin,Owned,Poor - Slightly Damaged,,no,no,no,no,4463,5706550023449,tt0071464,,,,,,,,
yes,Emmanuelle and the Last Cannibals,,,Movie,DVD,,United Kingdom,,1,no,yes,,,Joe D'Amato,Owned,Still Wrapped,,,,,,,,,,,88 Films,,,,,
no,Emmauksen tiellä,,2001,Movie,DVD,,Finland,,1,no,no,1.85:1,80,Markku Pölönen,Owned,Excellent,,no,no,no,no,5807,7393834205400,tt0298317,,,,,no,no,no,
no,Empire of the Sun,,1987,Movie,DVD,,Nordic,,1,yes,yes,1.85:1,146,Steven Spielberg,Owned,Still Wrapped,,no,no,no,no,7978,5051895065655,tt0092965,,,,,no,no,no,
yes,Employee of the Month,Helvetillinen Päivä,2004,Movie,DVD,,Finland,,1,yes,no,2.35:1,94,Mitch Rouse,Owned,Good,,no,no,no,no,7026,6420201165454,tt0362590,,,,,no,no,no,
yes,En man som heter Ove,Mies joka rakasti järjestystä,2015,Movie,Blu-ray,,Finland,,1,yes,no,,0,Hannes Holm,Owned,Still Wrapped,,no,no,no,no,4730,6438194705137,tt4080728,,,,,,,,
yes,Enchanted,Lumottu,2007,Movie,DVD,,Finland,,1,yes,yes,2.35:1,107,Kevin Lima,Owned,Fair,,no,no,yes,no,5923,8717418139834,tt0461770,,,,,no,no,no,
yes,Enchanted April,Enchanted April - Ihana huhtikuu,1992,Movie,DVD,,Finland,,1,yes,no,,0,Mike Newell,Owned,Excellent,,no,no,no,no,5897,6438044070156,tt0101811,,,,,no,no,no,
no,End Of Days,,1999,Movie,DVD,,Finland,,1,yes,yes,2.35:1,117,Peter Hyams,Owned,Excellent,,no,no,no,no,4962,7321945346774,tt0146675,,,,,no,no,no,
yes,End of Days,,1999,Movie,DVD,,Finland,,1,yes,yes,2.35:1,117,Peter Hyams,Owned,Good,,yes,no,no,no,2329,7393834128105,tt0146675,,,,,,yes,,
yes,End of the Line,,2006,Movie,DVD,,Finland,,1,yes,no,,0,Maurice Devereaux,Owned,Excellent,,no,no,no,no,4736,6416548514116,tt0494224,,Dark Label,,,,,,
yes,End Of Watch,,2012,Movie,Blu-Ray+DVD,,Sweden,,1,yes,no,1.85:1,109,David Ayer,Owned,Still Wrapped,,no,no,no,no,3420,7332421048563,tt1855199,,,,,,,,
yes,End of Watch,Poliisit - End of Watch,2012,Movie,DVD,,Finland,,1,yes,no,,0,David Ayer,Owned,Good,,no,no,no,no,7359,6420291124591,tt1855199,,,,,no,no,no,
yes,Ender's Game,,2013,Movie,DVD,,Nordic,,1,yes,no,2.40:1,114,Gavin Hood,Owned,Excellent,,no,no,no,no,5160,8717418421731,tt1731141,,,,,no,no,no,
no,Endgame,,2009,Movie,DVD,,Finland,,1,no,no,,0,Pete Travis,Owned,,,no,no,no,no,8141,6438194041716,tt1217616,,,,,no,no,no,
no,Endless Love,Mieletön rakkaus,1981,Movie,DVD,,Finland,,1,no,no,,0,Franco Zeffirelli,Owned,,,no,no,no,no,8569,5050582314816,tt0082329,,,,,no,no,no,
yes,Enemy,,2013,Movie,Blu-ray,,Finland,,1,yes,no,2.35:1,90,Denis Villeneuve,Owned,Good,,no,no,no,no,4867,6438194093739,tt2316411,,,,,,,,
yes,Enemy at the Gates,Vihollinen porteilla,2001,Movie,DVD,,Finland,,1,yes,no,,131,Jean-Jacques Annaud,Owned,Excellent,,no,no,no,no,5238,7332431020825,tt0215750,,Paramount Collection,,,no,no,no,
no,Enemy Mine,Vihollisen armoilla,1985,Movie,DVD,,Finland,,1,no,no,,0,Wolfgang Petersen,Owned,Excellent,,no,no,no,no,4759,6438044087550,tt0089092,,,,,,,,
yes,Enemy of the State,Valtion vihollinen,1998,Movie,DVD,Special Edition,Finland,,1,yes,no,2.35:1,127,Tony Scott,Owned,Excellent,kohtauslappu on,no,no,no,no,1183,7393834206704,tt0120660,,,,,,,,
yes,Enemy of the State,Valtion vihollinen,1998,Movie,Blu-ray,,Finland,,1,yes,yes,,0,Tony Scott,Owned,Excellent,,no,no,no,no,1725,8717418120726,tt0120660,,,,,,,,
yes,Enemy of the State,,1998,Movie,DVD,Extended Edition,Finland,,1,yes,yes,,0,Tony Scott,Owned,Fair,jokunen kevyt hiusnaarmu,no,no,no,no,1684,8717418102180,tt0120660,,,,,,,,
yes,Enigma,,2001,Movie,DVD,,Finland,,1,yes,yes,1.78:1,114,Michael Apted,Owned,Fair,,no,no,no,no,3991,7393834173709,tt0157583,,,,,,,,
yes,Enough Said,,2013,Movie,Blu-ray,,Nordic,,1,yes,no,,0,Nicole Holofcener,Owned,Excellent,,no,no,no,no,7663,7340112712525,tt2390361,,,,,no,no,no,
yes,Enragés,Rabid Dogs,2015,Movie,DVD,,Sweden,,1,yes,no,2.39:1,96,Éric Hannezo,Owned,Still Wrapped,,no,no,no,no,7258,7350036725273,tt4379180,,,,,no,no,no,
no,"Ensemble, c'est tout - Kimpassa",,2007,Movie,DVD,,Finland,,1,no,no,,0,Claude Berri,Owned,,,no,no,no,no,3254,6438044131154,tt0792965,,,,,,,,
no,Enter the Dragon,,1973,Movie,DVD,,Finland,,1,yes,yes,2.35:1,91,Robert Clouse,SaleOrTrade,,,no,no,no,no,916,7321944159214,tt0070034,,,,,,,,
yes,Enter the Dragon,,1973,Movie,DVD,,Finland,,2,yes,no,,0,Robert Clouse,Owned,Excellent,,no,no,no,no,3810,7321944286330,tt0070034,,,,,,,,
no,Enter the Dragon,,1973,Movie,Blu-ray,,Finland,,1,no,no,,0,Robert Clouse,Owned,Excellent,,no,no,no,no,6904,7321946132659,tt0070034,,,,,no,no,no,
no,Enter the Void,,2009,Movie,DVD,,Sweden,,1,no,no,2.35:1,155,Gaspar Noé,Owned,,,no,no,no,no,5625,3387010016953,tt1191111,,,,,no,no,no,
yes,Entrapment,Ansa Viritetty,1999,Movie,DVD,Special Edition,Finland,,1,yes,no,2.35:1,108,Jon Amiel,Owned,Good,,no,no,yes,no,3915,6420614610251,tt0137494,,,,,,,,
yes,Entre tinieblas,Pahat tavat,1983,Movie,DVD,,Finland,,1,yes,no,1.85:1,96,Pedro Almodóvar,Owned,Still Wrapped,,no,no,no,no,453,6415750024727,tt0085496,,,,,,,,
yes,Epic,Salainen valtakunta,2013,Movie,DVD,,Finland,,1,yes,yes,2.40:1,98,Chris Wedge,Owned,Excellent,,no,no,no,no,1609,7340112700096,tt0848537,,,,Blue Sky,,,,
no,Epic,Salainen valtakunta,2013,Movie,Blu-ray,,Finland,,1,no,no,,0,Chris Wedge,Owned,,,no,no,no,no,5890,7340112700195,tt0848537,,,,,no,no,no,
no,Epic,Salainen valtakunta,2013,Movie,Blu-ray,,Finland,,1,yes,yes,2.40:1,102,Chris Wedge,Owned,Excellent,,no,no,yes,no,5906,7340112700119,tt0848537,,,,,no,no,no,
no,Epidemic,,1987,Movie,DVD,,Denmark,,1,yes,yes,1.85:1,106,Lars Von Trier,Owned,,,no,no,no,no,8059,5708758687454,tt0092972,,,,,no,no,no,
no,Episodes,Episodes Season 1,2011,TV Serie,DVD,,Finland,,1,yes,no,1.78:1,203,James Griffiths,Owned,,,no,no,no,no,1145,7391970038876,tt1582350,,,,,,,,
yes,Equilibrium,Cubic,2002,Movie,DVD,,Finland,slim case,1,yes,no,2.35:1,103,Kurt Wimmer,Owned,Excellent,,no,no,no,no,3357,6438252127567,tt0238380,,,,,,,,
yes,Equilibrium,,2002,Movie,DVD,,United Kingdom,,1,no,yes,2.35:1,102,Kurt Wimmer,Owned,Good,vihko mukana,no,no,no,no,75,5060049140407,tt0238380,,,,,yes,,,
yes,Equilibrium,,2002,Movie,Blu-ray,,United Kingdom,,1,no,yes,2.35:1,102,Kurt Wimmer,Owned,Excellent,kansipaperi kupruilla,no,no,no,no,6868,5060116722659,tt0238380,,,,,no,no,no,
no,ER,ER: Teho-osasto: Kolmas tuotantokausi,1900,TV Serie,DVD,,Finland,,1,no,no,,0,,Owned,,,no,no,no,no,2625,5709165092725,tt0108757,,,,,,,,
no,ER - Season 2,ER - Teho-osasto: 2 - Toinen tuotantokausi,0,TV Serie,DVD,,Finland,,1,no,no,,0,,Owned,,,no,no,no,no,2682,5709165052729,tt0108757,,,,,,,,
no,ER - Season 4,ER - Teho-osasto: 4 - Neljäs tuotantokausi,0,TV Serie,DVD,,Finland,,1,no,no,,0,,Owned,,,no,no,no,no,2684,5709165642821,tt0108757,,,,,,,,
no,ER - Season 5,ER - Teho-osasto: 5 - Viides tuotantokausi,0,TV Serie,DVD,,Finland,,1,no,no,,0,,Owned,,,no,no,no,no,2685,5709165583025,tt0108757,,,,,,,,
no,ER - Season 6,ER - Teho-osasto: 6 - Kuudes tuotantokausi,0,TV Serie,DVD,,Finland,,1,no,no,,0,,Owned,,,no,no,no,no,2683,5709165203121,tt0108757,,,,,,,,
no,ER: Season 1,ER - Teho-osasto: Kausi 1,1994,TV Serie,DVD,,Finland,,1,no,no,,0,,Owned,,,no,no,no,no,2037,5709165872327,tt0108757,,,,,,,,
yes,Eragon,,2006,Movie,DVD,,Finland,,1,yes,yes,2.35:1,100,Stefen Fangmeier,Owned,Good,,no,no,no,no,3141,6438044137552,tt0449010,,,,,,,,
yes,Eräs rakkaustarina / Toisen kerroksen lauluja,,1900,Movie,DVD,Special Edition,Finland,,2,yes,no,,114,,Owned,Good,,no,no,no,no,1026,6416335177081,tt0000000,,Rakkautta ja anarkiaa,,,,,,
no,Eraser,Eraser - Suojelija,1996,Movie,DVD,,Finland,snapcase,1,yes,yes,2.35:1,110,Chuck Russell,Owned,Good,,no,no,no,no,6175,7321944142025,tt0116213,,,,,no,no,no,
yes,Erik the Viking,Erik Viking,1989,Movie,DVD,,Sweden,,1,no,no,1.85:1,99,Terry Jones,Owned,Still Wrapped,,no,no,no,no,7887,7350036728274,tt0097289,,,,,no,no,no,
yes,Erin Brockovich,,2000,Movie,DVD,,Finland,,1,yes,yes,1.85:1,126,Steven Soderbergh,SaleOrTrade,Poor - Slightly Damaged,,no,no,no,no,3258,6420201094884,tt0195685,,,,,,,,
yes,Erin Brockovich,,2000,Movie,DVD,,Finland,,1,no,no,,0,Steven Soderbergh,Owned,Excellent,,no,no,no,no,4796,5051160108018,tt0195685,,,,,,,,
no,Erotikon,,1920,Movie,DVD,,Sweden,,1,no,yes,1.33:1,97,Mauritz Stiller,Owned,,,no,no,no,no,7969,0,tt0011157,,,,,no,no,no,
yes,Esa ja Vesa - auringonlaskun ratsastajat,,,Movie,DVD,,Finland,,,,,,,Aleksi Mäkelä,Owned,Good,,,,,,,,,1965,,,,,,,
yes,Escape from Alcatraz,Pako Alcatrazista,1979,Movie,DVD,,Finland,,1,yes,yes,1.78:1,107,Don Siegel,Owned,Good,,no,no,no,no,1814,7332431019669,tt0079116,,,,,,,,
yes,Escape from L.A.,Pako L.A:sta,1996,Movie,DVD,,Finland,,1,yes,no,2.35:1,97,John Carpenter,Owned,Excellent,,no,no,no,no,3993,6415015502250,tt0116225,,,,,,yes,,
no,Escape from L.A.,Pako L.A.:sta,1996,Movie,DVD,,Finland,,1,no,no,2.35:1,101,John Carpenter,Owned,,,no,no,no,no,3730,7332431019447,tt0116225,,,,,,,,
yes,Escape from New York,,1981,Movie,DVD,,Nordic,,1,yes,yes,2.35:1,95,John Carpenter,Owned,Excellent,,no,no,no,no,108,5050582608984,tt0082340,,,,,,,,
yes,Escape from Sobibor,,1987,Movie,DVD,,Finland,,1,yes,no,,0,Jack Gold,Owned,Excellent,,no,no,no,no,4620,6416548810317,tt0092978,,,,,,,,
yes,Escape from Tomorrow,,2013,Movie,DVD,,Sweden,,1,yes,no,,0,Randy Moore,Owned,Still Wrapped,,no,no,no,no,7381,7340110407348,tt2187884,,,,,no,no,no,
no,Escape Plan,,2013,Movie,Blu-ray,,Finland,,1,no,no,,0,Mikael Håfström,Owned,Good,,no,no,no,no,6019,6418471157392,tt1211956,,,,,no,no,no,
yes,Escape Plan 2: Hades,Escape Plan 2,2018,Movie,DVD,,Finland,,1,yes,no,2.40:1,92,Steven C. Miller,Owned,Excellent,,no,no,no,no,7257,5708758722803,tt6513656,,,,,no,no,no,
yes,Escape to Athena,Pääkallo Prikaati,1979,Movie,DVD,,Finland,,1,yes,no,,0,George P. Cosmatos,Owned,Excellent,,no,no,no,no,2219,5706131577668,tt0079117,,,,,,,,
yes,Essential killing,,2010,Movie,Blu-ray,,Sweden,,1,yes,no,1.85:1,89,Jerzy Skolimowski,Owned,Still Wrapped,,no,no,no,no,5528,7319980011795,tt1561768,,,,,no,no,no,
yes,Eternal Sunshine of the Spotless Mind,Tahraton Mieli,2004,Movie,DVD,,Finland,,1,yes,no,1.85:1,103,Michel Gondry,Owned,Good,,no,no,no,no,19,5706550024286,tt0338013,,,,,,,,
no,Être et avoir,Nytpä tahdon olla mä,2002,,DVD,,Finland,,1,no,no,,104,,Owned,Good,,no,no,no,no,5726,6416335177128,tt0318202,,Rakkautta ja anarkiaa,,,no,no,no,
no,Europa,,1991,Movie,DVD,,Denmark,,1,yes,yes,2.35:1,108,Lars Von Trier,Owned,,,no,no,no,no,8062,5707708000077,tt0101829,,,,,no,no,no,
yes,Europa Report,,2013,Movie,Blu-ray,,Finland,,1,yes,no,1.78:1,90,,Owned,Excellent,,no,no,no,no,5248,6416548583730,tt2051879,,,,,no,no,no,
no,Evan Almighty,Evan Taivaanlahja,2007,Movie,DVD,,Finland,,1,no,no,2.35:1,92,Tom Shadyac,Owned,Excellent,,no,no,no,no,6617,5050582505078,tt0413099,,,,,no,no,no,
no,Even Angels Eat Beans,Meidän gangstereiden kesken,1973,Movie,DVD,,Finland,,1,yes,no,1.66:1,122,Enzo Barboni,Owned,Fair,,no,no,no,no,4692,6416548908410,tt0069713,,,,,,,,
yes,Event Horizon,,1997,Movie,DVD,,Finland,,1,yes,no,,0,Paul W.S. Anderson,Owned,Fair,,no,no,no,no,3182,7332431024557,tt0119081,,,,,,,,
yes,Event Horizon,,1997,Movie,Blu-ray,Special Collector's Edition,Nordic,,1,yes,yes,2.35:1,96,Paul W.S. Anderson,Owned,Still Wrapped,,no,no,no,no,7897,7332431994409,tt0119081,,,,,no,no,no,
yes,Ever After - A Cinderella Story,,0,Movie,DVD,0,United Kingdom,,0,no,no,,0,,SaleOrTrade,Poor - Slightly Damaged,,no,no,no,no,6753,0,,,,,,no,no,no,
yes,Ever After: A Cinderella Story,Ikuisesti sinun - Tuhkimotarina,1998,Movie,DVD,,Finland,,1,yes,no,,116,Andy Tennant,Owned,Good,,no,no,no,no,7800,6420614623459,tt0120631,,,,,no,no,no,
no,Everest,,2015,Movie,DVD,,Nordic,,1,yes,yes,2.40:1,116,Baltasar Kormákur,SaleOrTrade,,,no,no,no,no,1809,5053083059736,tt2719848,,,,,,,,
yes,Everest,,2015,Movie,Blu-ray,,Nordic,,1,yes,yes,2.40:1,121,Baltasar Kormákur,Owned,Excellent,,no,no,no,no,2353,5053083059750,tt2719848,,,,,,,,
yes,Everly,,2014,Movie,DVD,,Finland,,1,yes,no,,0,Joe Lynch,SaleOrTrade,Excellent,,no,no,no,no,3948,6416548588612,tt1945084,,,,,,,,
yes,Everly,,2014,Movie,Blu-ray,,Finland,,1,yes,no,2.35:1,92,Joe Lynch,Owned,Excellent,,no,no,no,no,6940,6416548588636,tt1945084,,,,,no,no,no,
no,Every Which Way But Loose,Every Which Way But Loose: Bankekød til slemme drenge,1978,Movie,DVD,Clint Eastwood Collection,Nordic,,1,yes,yes,1.85:1,109,James Fargo,Owned,Excellent,,no,no,no,no,8372,7321937185947,tt0077523,,,,,no,no,no,
yes,Everybody Wants Some!!,,2016,Movie,Blu-ray,,Nordic,,1,yes,no,1.85:1,116,Richard Linklater,Owned,Still Wrapped,,no,no,no,no,8197,5706168998542,tt2937696,,,,,no,no,no,
yes,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,,1972,Movie,DVD,,United Kingdom,,1,yes,yes,1.85:1,84,Woody Allen,Owned,Excellent,,no,no,no,no,2840,0,tt0068555,,,,,,,,
yes,Evil Aliens,,2005,Movie,DVD,,Finland,,1,yes,no,1.85:1,90,Jake West,Owned,Excellent,,no,no,no,no,4552,6416548466811,tt0383353,,,,,,,,
yes,Evil Dead,,2013,Movie,Blu-ray,,Finland,,1,yes,no,,0,Fede Alvarez,Owned,Good,,no,yes,no,no,3202,5051160315096,tt1288558,,,,,,,,
yes,Evil Dead,Evil Dead - Kauhun riivaamat,1981,Movie,DVD,Special Edition,Finland,,1,yes,no,1.78:1,82,Sam Raimi,Owned,Still Wrapped,,no,no,no,no,2670,6416548904740,tt0083907,,,,,,,,
yes,Evil Dead / Evil Dead: 2 Movie Collector's Set,,0,Movie,DVD,,Nordic,,1,yes,no,,0,,Owned,Fair,Sam Raimi versiossa pari kevyttä jälkeä,no,no,no,no,7198,5051162316312,tt0000000,,,,,no,no,no,
yes,Evil Dead II,Evil Dead 2: Dead by Dawn,1987,Movie,DVD,,Finland,,1,yes,no,1.85:1,82,Sam Raimi,Owned,Excellent,,no,no,no,no,1299,5706550023371,tt0092991,,,,,,,,
yes,Evil Dead II,,1987,Movie,Blu-ray,,Nordic,,1,yes,no,,84,Sam Raimi,Owned,Still Wrapped,,no,no,no,no,7254,5053083001674,tt0092991,,,,,no,no,no,
no,Evil Dead Trap,,1988,Movie,DVD,,United States,,1,no,yes,1.33:1,102,Toshiharu Ikeda,Owned,,,no,no,no,no,6554,654930300992,tt0167147,,,,,no,no,no,
no,Evil Ed,,1997,Movie,Blu-ray,,United Kingdom,,1,no,yes,1.78:1,99,Anders Jacobsson,Owned,,,no,no,no,no,6838,5027035021621,tt0116247,,,,,no,no,no,
yes,Evil Under the Sun,Rikos auringon alla,1982,Movie,DVD,,Finland,,1,yes,no,1.78:1,117,Guy Hamilton,Owned,Fair,,no,no,no,no,3910,6416548902012,tt0083908,,The Agatha Christie Collection,,,,,,
yes,Evil Under the Sun,,1982,Movie,DVD,,Nordic,,1,yes,no,1.78:1,112,Guy Hamilton,Owned,Excellent,,no,no,no,no,667,5050582555349,tt0083908,,,,,,,,
yes,Evita,,1996,Movie,DVD,,Denmark,,1,yes,no,2.35:1,130,Alan Parker,Owned,Still Wrapped,,no,no,no,no,6212,5708753237876,tt0116250,,,,,no,no,no,
yes,Evolution,Evoluutio,2001,Movie,DVD,,Finland,,1,yes,yes,1.85:1,97,Ivan Reitman,Owned,Good,,no,no,no,no,2287,6420201126851,tt0251075,,,,,,,,
yes,Ex Machina,Ex_Machina,2014,Movie,Blu-ray,,Nordic,,1,yes,yes,2.40:1,108,Alex Garland,Owned,Excellent,,no,no,no,no,4154,5053083042059,tt0470752,,,,,,,,
no,Ex Machina,,2015,Movie,DVD,,Finland,,1,yes,yes,2.40:1,103,Alex Garland,SaleOrTrade,,,no,no,no,no,727,5053083042035,tt0470752,,,,,,,,
yes,Exam,,2009,,DVD,,Finland,,1,yes,no,2.35:1,101,,Owned,Excellent,,no,no,no,no,3511,6438194028311,tt1258197,,,,,,,,
yes,Excalibur,,1981,Movie,DVD,,United Kingdom,,1,no,yes,1.85:1,135,John Boorman,Owned,Excellent,,no,no,no,no,23,7321900220187,tt0082348,,,,,,,,
no,Excision,Excision - Viiltävä nuoruus,2012,Movie,Blu-ray,,Finland,,1,no,no,,0,Richard Bates Jr.,Owned,Excellent,,no,no,no,no,5331,3387010010661,tt1984153,,,,,no,no,no,
yes,Executive Decision,Ratkaisun hetket,1996,Movie,DVD,,Finland,,1,yes,no,2.35:1,127,Stuart Baird,Owned,Excellent,,no,no,no,no,4645,7321944142117,tt0116253,,,,,,,,
yes,eXistenZ,,1999,,DVD,,Finland,,1,yes,no,,0,David Cronenberg,Owned,Still Wrapped,,no,no,no,no,1318,6420201094419,tt0120907,,,,,,,,
yes,Exit Humanity,,2011,Movie,DVD,,Sweden,,1,no,no,1.85:1,108,John Geddes,Owned,Excellent,,no,no,no,no,2899,3387010017820,tt1781812,,,,,,,,
yes,Exit Wounds,,2001,Movie,DVD,,Finland,snapcase,1,yes,no,2.35:1,98,Andrzej Bartkowiak,Owned,Excellent,,no,no,no,no,4070,7321944210694,tt0242445,,,,,,,,
yes,Exodus: Gods and Kings,,2014,Movie,DVD,,Finland,,1,yes,no,2.40:1,144,Ridley Scott,Owned,Excellent,,no,no,no,no,4050,7340112720643,tt1528100,,,,,,,,
yes,Exodus: Gods and Kings,,2014,,Blu-ray,,Finland,,1,yes,no,,0,Ridley Scott,Owned,Fair,,no,yes,no,no,7048,7340112720612,tt1528100,,,,,no,no,no,
yes,Exorcist - The Beginning,Manaaja: Alku,2004,Movie,DVD,,Finland,,1,yes,no,2.35:1,108,Renny Harlin,Owned,Excellent,,no,no,no,no,4303,6420201157886,tt0204313,,,,,,,,
yes,Exorcist II: The Hereti,Manaaja II: Luopio,1977,Movie,DVD,,Finland,,1,yes,yes,1.85:1,113,John Boorman,Owned,Excellent,,no,no,no,no,477,7321944010232,tt0076009,,,,,,,,
no,Exorcist II: The Heretic,Exorcisten II: Kättaren,1977,Movie,DVD,,Sweden,,1,yes,yes,1.85:1,113,John Boorman,Owned,,,no,no,no,no,5788,7321937010232,tt0076009,,,,,no,no,no,
no,Exorcist: The Beginning,,2004,Movie,DVD,,Finland,,1,no,no,,0,Renny Harlin,SaleOrTrade,,,no,no,no,no,3566,5708758664394,tt0204313,,,,,,,,
yes,Extracted,,2012,Movie,DVD,,Finland,,1,yes,no,,0,Nir Paniry,Owned,Excellent,,no,no,no,no,6786,6438194060717,tt1757746,,,,,no,no,no,
